-1.660500000000000087e+00 4.269999999999999574e+00 1.033906094596523557e-02
-1.660500000000000087e+00 1.280999999999999872e+01 1.130109523862878225e-02
-1.660500000000000087e+00 2.134999999999999787e+01 1.128596012852048358e-02
-1.660500000000000087e+00 2.988999999999999702e+01 1.108971872117298779e-02
-1.660500000000000087e+00 3.842999999999999261e+01 2.062053347405812948e-02
-1.660500000000000087e+00 4.696999999999999886e+01 1.221500650511179314e-02
-1.660500000000000087e+00 5.550999999999999091e+01 1.177424977956580826e-02
-1.660500000000000087e+00 6.404999999999999716e+01 1.048003951695612203e-02
-1.660500000000000087e+00 7.258999999999998920e+01 1.110794160526049242e-02
-1.660500000000000087e+00 8.112999999999999545e+01 1.265092945112558133e-02
-1.660500000000000087e+00 8.966999999999998749e+01 2.072839046827800250e-02
-1.660500000000000087e+00 9.820999999999999375e+01 1.077146043148317391e-02
-1.660500000000000087e+00 1.067499999999999858e+02 1.245521274593728960e-02
-1.660500000000000087e+00 1.152899999999999920e+02 1.187477230274251380e-02
-1.660500000000000087e+00 1.238299999999999841e+02 1.000377680239948261e-02
-1.650732441471572054e+00 4.269999999999999574e+00 1.045213162702238359e-02
-1.650732441471572054e+00 1.280999999999999872e+01 1.126514134746780735e-02
-1.650732441471572054e+00 2.134999999999999787e+01 1.121771822060775928e-02
-1.650732441471572054e+00 2.988999999999999702e+01 1.096800865665704949e-02
-1.650732441471572054e+00 3.842999999999999261e+01 2.095552348678604571e-02
-1.650732441471572054e+00 4.696999999999999886e+01 1.257433876095917329e-02
-1.650732441471572054e+00 5.550999999999999091e+01 1.185864888920365109e-02
-1.650732441471572054e+00 6.404999999999999716e+01 1.042003404617711758e-02
-1.650732441471572054e+00 7.258999999999998920e+01 1.126821383063985986e-02
-1.650732441471572054e+00 8.112999999999999545e+01 1.300193265327622555e-02
-1.650732441471572054e+00 8.966999999999998749e+01 2.224389766669729318e-02
-1.650732441471572054e+00 9.820999999999999375e+01 1.052735695411709249e-02
-1.650732441471572054e+00 1.067499999999999858e+02 1.234380525809204536e-02
-1.650732441471572054e+00 1.152899999999999920e+02 1.205749255170160059e-02
-1.650732441471572054e+00 1.238299999999999841e+02 1.013891721195744715e-02
-1.640964882943143799e+00 4.269999999999999574e+00 1.053120899316693608e-02
-1.640964882943143799e+00 1.280999999999999872e+01 1.116659859715166299e-02
-1.640964882943143799e+00 2.134999999999999787e+01 1.101806494203168806e-02
-1.640964882943143799e+00 2.988999999999999702e+01 1.070654436176658730e-02
-1.640964882943143799e+00 3.842999999999999261e+01 2.005205442592406309e-02
-1.640964882943143799e+00 4.696999999999999886e+01 1.286996042331682057e-02
-1.640964882943143799e+00 5.550999999999999091e+01 1.193409814086977827e-02
-1.640964882943143799e+00 6.404999999999999716e+01 1.039667565831015397e-02
-1.640964882943143799e+00 7.258999999999998920e+01 1.140259362983653789e-02
-1.640964882943143799e+00 8.112999999999999545e+01 1.333013363507648368e-02
